form_id,battle_format,nature_id,usage_rate,season,source_url,scraped_at
979,double,adamant,54.5,M-4,https://op.gg/pokemon-champions/pokedex/annihilape?format=double,2026-08-02T06:15:48.167Z
254,double,timid,80.9,M-4,https://op.gg/pokemon-champions/pokedex/sceptile?format=double,2026-08-02T06:15:48.167Z
10239,double,timid,64.9,M-4,https://op.gg/pokemon-champions/pokedex/zoroark-hisui?format=double,2026-08-02T06:15:48.167Z
350,double,bold,52.2,M-4,https://op.gg/pokemon-champions/pokedex/milotic?format=double,2026-08-02T06:15:48.167Z
752,double,adamant,42.9,M-4,https://op.gg/pokemon-champions/pokedex/araquanid?format=double,2026-08-02T06:15:48.167Z
545,double,adamant,49.7,M-4,https://op.gg/pokemon-champions/pokedex/scolipede?format=double,2026-08-02T06:15:48.167Z
302,double,bold,38.8,M-4,https://op.gg/pokemon-champions/pokedex/sableye?format=double,2026-08-02T06:15:48.167Z
10242,double,sassy,33.9,M-4,https://op.gg/pokemon-champions/pokedex/goodra-hisui?format=double,2026-08-02T06:15:48.167Z
184,double,adamant,85.6,M-4,https://op.gg/pokemon-champions/pokedex/azumarill?format=double,2026-08-02T06:15:48.167Z
115,double,adamant,86.7,M-4,https://op.gg/pokemon-champions/pokedex/kangaskhan?format=double,2026-08-02T06:15:48.167Z
132,double,relaxed,25.6,M-4,https://op.gg/pokemon-champions/pokedex/ditto?format=double,2026-08-02T06:15:48.167Z
1013,double,bold,70,M-4,https://op.gg/pokemon-champions/pokedex/sinistcha?format=double,2026-08-02T06:15:48.167Z
900,double,adamant,52.4,M-4,https://op.gg/pokemon-champions/pokedex/kleavor?format=double,2026-08-02T06:15:48.167Z
666,double,timid,94.6,M-4,https://op.gg/pokemon-champions/pokedex/vivillon?format=double,2026-08-02T06:15:48.167Z
80,double,bold,70.9,M-4,https://op.gg/pokemon-champions/pokedex/slowbro?format=double,2026-08-02T06:15:48.167Z
497,double,timid,71.7,M-4,https://op.gg/pokemon-champions/pokedex/serperior?format=double,2026-08-02T06:15:48.167Z
354,double,adamant,73.6,M-4,https://op.gg/pokemon-champions/pokedex/banette?format=double,2026-08-02T06:15:48.167Z
227,double,impish,52.7,M-4,https://op.gg/pokemon-champions/pokedex/skarmory?format=double,2026-08-02T06:15:48.167Z
858,double,quiet,36.1,M-4,https://op.gg/pokemon-champions/pokedex/hatterene?format=double,2026-08-02T06:15:48.167Z
282,double,modest,62.8,M-4,https://op.gg/pokemon-champions/pokedex/gardevoir?format=double,2026-08-02T06:15:48.167Z
475,double,adamant,53.5,M-4,https://op.gg/pokemon-champions/pokedex/gallade?format=double,2026-08-02T06:15:48.167Z
395,double,modest,54.3,M-4,https://op.gg/pokemon-champions/pokedex/empoleon?format=double,2026-08-02T06:15:48.167Z
478,double,timid,74.3,M-4,https://op.gg/pokemon-champions/pokedex/froslass?format=double,2026-08-02T06:15:48.167Z
904,double,jolly,48.7,M-4,https://op.gg/pokemon-champions/pokedex/overqwil?format=double,2026-08-02T06:15:48.167Z
727,double,adamant,32.7,M-4,https://op.gg/pokemon-champions/pokedex/incineroar?format=double,2026-08-02T06:15:48.167Z
968,double,impish,47,M-4,https://op.gg/pokemon-champions/pokedex/orthworm?format=double,2026-08-02T06:15:48.167Z
936,double,modest,74.3,M-4,https://op.gg/pokemon-champions/pokedex/armarouge?format=double,2026-08-02T06:15:48.167Z
196,double,timid,57.5,M-4,https://op.gg/pokemon-champions/pokedex/espeon?format=double,2026-08-02T06:15:48.167Z
45,double,bold,79.3,M-4,https://op.gg/pokemon-champions/pokedex/vileplume?format=double,2026-08-02T06:15:48.167Z
609,double,timid,47.5,M-4,https://op.gg/pokemon-champions/pokedex/chandelure?format=double,2026-08-02T06:15:48.167Z
71,double,modest,24.4,M-4,https://op.gg/pokemon-champions/pokedex/victreebel?format=double,2026-08-02T06:15:48.167Z
534,double,adamant,85.6,M-4,https://op.gg/pokemon-champions/pokedex/conkeldurr?format=double,2026-08-02T06:15:48.167Z
972,double,adamant,60.3,M-4,https://op.gg/pokemon-champions/pokedex/houndstone?format=double,2026-08-02T06:15:48.167Z
560,double,adamant,57.4,M-4,https://op.gg/pokemon-champions/pokedex/scrafty?format=double,2026-08-02T06:15:48.167Z
472,double,adamant,33.8,M-4,https://op.gg/pokemon-champions/pokedex/gliscor?format=double,2026-08-02T06:15:48.167Z
733,double,adamant,55.7,M-4,https://op.gg/pokemon-champions/pokedex/toucannon?format=double,2026-08-02T06:15:48.167Z
855,double,bold,46.3,M-4,https://op.gg/pokemon-champions/pokedex/polteageist?format=double,2026-08-02T06:15:48.167Z
668,double,timid,75,M-4,https://op.gg/pokemon-champions/pokedex/pyroar?format=double,2026-08-02T06:15:48.167Z
660,double,adamant,74.6,M-4,https://op.gg/pokemon-champions/pokedex/diggersby?format=double,2026-08-02T06:15:48.167Z
10230,double,adamant,63.6,M-4,https://op.gg/pokemon-champions/pokedex/arcanine-hisui?format=double,2026-08-02T06:15:48.167Z
10172,double,calm,56.6,M-4,https://op.gg/pokemon-champions/pokedex/slowking-galarian?format=double,2026-08-02T06:15:48.167Z
445,single,jolly,54.3,M-4,https://op.gg/pokemon-champions/pokedex/garchomp?format=single,2026-08-02T06:15:48.167Z
778,single,adamant,78.2,M-4,https://op.gg/pokemon-champions/pokedex/mimikyu?format=single,2026-08-02T06:15:48.167Z
908,single,jolly,58.3,M-4,https://op.gg/pokemon-champions/pokedex/meowscarada?format=single,2026-08-02T06:15:48.167Z
450,single,impish,70.3,M-4,https://op.gg/pokemon-champions/pokedex/hippowdon?format=single,2026-08-02T06:15:48.167Z
1018,single,modest,43.8,M-4,https://op.gg/pokemon-champions/pokedex/archaludon?format=single,2026-08-02T06:15:48.167Z
730,single,modest,63,M-4,https://op.gg/pokemon-champions/pokedex/primarina?format=single,2026-08-02T06:15:48.167Z
376,single,adamant,45.2,M-4,https://op.gg/pokemon-champions/pokedex/metagross?format=single,2026-08-02T06:15:48.167Z
130,single,adamant,47.5,M-4,https://op.gg/pokemon-champions/pokedex/gyarados?format=single,2026-08-02T06:15:48.167Z
149,single,modest,58.1,M-4,https://op.gg/pokemon-champions/pokedex/dragonite?format=single,2026-08-02T06:15:48.167Z
655,single,timid,80.5,M-4,https://op.gg/pokemon-champions/pokedex/delphox?format=single,2026-08-02T06:15:48.167Z
6,single,modest,35.9,M-4,https://op.gg/pokemon-champions/pokedex/charizard?format=single,2026-08-02T06:15:48.167Z
257,single,adamant,69.4,M-4,https://op.gg/pokemon-champions/pokedex/blaziken?format=single,2026-08-02T06:15:48.167Z
658,single,timid,56.8,M-4,https://op.gg/pokemon-champions/pokedex/greninja?format=single,2026-08-02T06:15:48.167Z
635,single,modest,68.5,M-4,https://op.gg/pokemon-champions/pokedex/hydreigon?format=single,2026-08-02T06:15:48.167Z
823,single,impish,73.1,M-4,https://op.gg/pokemon-champions/pokedex/corviknight?format=single,2026-08-02T06:15:48.167Z
970,single,timid,53.7,M-4,https://op.gg/pokemon-champions/pokedex/glimmora?format=single,2026-08-02T06:15:48.167Z
681,single,adamant,49.2,M-4,https://op.gg/pokemon-champions/pokedex/aegislash?format=single,2026-08-02T06:15:48.167Z
902,single,jolly,62.5,M-4,https://op.gg/pokemon-champions/pokedex/basculegion-male?format=single,2026-08-02T06:15:48.167Z
10009,single,bold,48.7,M-4,https://op.gg/pokemon-champions/pokedex/rotom-wash?format=single,2026-08-02T06:15:48.167Z
94,single,timid,83.9,M-4,https://op.gg/pokemon-champions/pokedex/gengar?format=single,2026-08-02T06:15:48.167Z
26,single,timid,73.3,M-4,https://op.gg/pokemon-champions/pokedex/raichu?format=single,2026-08-02T06:15:48.167Z
10104,single,timid,85.3,M-4,https://op.gg/pokemon-champions/pokedex/ninetales-alolan?format=single,2026-08-02T06:15:48.167Z
212,single,adamant,76.3,M-4,https://op.gg/pokemon-champions/pokedex/scizor?format=single,2026-08-02T06:15:48.167Z
121,single,jolly,50.2,M-4,https://op.gg/pokemon-champions/pokedex/starmie?format=single,2026-08-02T06:15:48.167Z
398,single,jolly,74.7,M-4,https://op.gg/pokemon-champions/pokedex/staraptor?format=single,2026-08-02T06:15:48.167Z
10236,single,adamant,80,M-4,https://op.gg/pokemon-champions/pokedex/samurott-hisui?format=single,2026-08-02T06:15:48.167Z
983,single,adamant,90.2,M-4,https://op.gg/pokemon-champions/pokedex/kingambit?format=single,2026-08-02T06:15:48.167Z
939,single,calm,72.5,M-4,https://op.gg/pokemon-champions/pokedex/bellibolt?format=single,2026-08-02T06:15:48.167Z
1000,single,modest,40.7,M-4,https://op.gg/pokemon-champions/pokedex/gholdengo?format=single,2026-08-02T06:15:48.167Z
911,single,bold,76,M-4,https://op.gg/pokemon-champions/pokedex/skeledirge?format=single,2026-08-02T06:15:48.167Z
887,single,timid,33.8,M-4,https://op.gg/pokemon-champions/pokedex/dragapult?format=single,2026-08-02T06:15:48.167Z
448,single,jolly,39.6,M-4,https://op.gg/pokemon-champions/pokedex/lucario?format=single,2026-08-02T06:15:48.167Z
197,single,bold,50.8,M-4,https://op.gg/pokemon-champions/pokedex/umbreon?format=single,2026-08-02T06:15:48.167Z
637,single,bold,39.1,M-4,https://op.gg/pokemon-champions/pokedex/volcarona?format=single,2026-08-02T06:15:48.167Z
428,single,jolly,62.6,M-4,https://op.gg/pokemon-champions/pokedex/lopunny?format=single,2026-08-02T06:15:48.167Z
260,single,adamant,58.9,M-4,https://op.gg/pokemon-champions/pokedex/swampert?format=single,2026-08-02T06:15:48.167Z
154,single,modest,74,M-4,https://op.gg/pokemon-champions/pokedex/meganium?format=single,2026-08-02T06:15:48.167Z
700,single,bold,56.6,M-4,https://op.gg/pokemon-champions/pokedex/sylveon?format=single,2026-08-02T06:15:48.167Z
861,single,impish,56.8,M-4,https://op.gg/pokemon-champions/pokedex/grimmsnarl?format=single,2026-08-02T06:15:48.167Z
3,single,bold,36.9,M-4,https://op.gg/pokemon-champions/pokedex/venusaur?format=single,2026-08-02T06:15:48.167Z
303,single,adamant,83.7,M-4,https://op.gg/pokemon-champions/pokedex/mawile?format=single,2026-08-02T06:15:48.167Z
530,single,adamant,54.5,M-4,https://op.gg/pokemon-champions/pokedex/excadrill?format=single,2026-08-02T06:15:48.167Z
937,single,adamant,75.9,M-4,https://op.gg/pokemon-champions/pokedex/ceruledge?format=single,2026-08-02T06:15:48.167Z
279,single,relaxed,28.2,M-4,https://op.gg/pokemon-champions/pokedex/pelipper?format=single,2026-08-02T06:15:48.167Z
748,single,bold,34.5,M-4,https://op.gg/pokemon-champions/pokedex/toxapex?format=single,2026-08-02T06:15:48.167Z
248,single,careful,37.3,M-4,https://op.gg/pokemon-champions/pokedex/tyranitar?format=single,2026-08-02T06:15:48.167Z
547,single,modest,45.2,M-4,https://op.gg/pokemon-champions/pokedex/whimsicott?format=single,2026-08-02T06:15:48.167Z
36,single,bold,71.2,M-4,https://op.gg/pokemon-champions/pokedex/clefable?format=single,2026-08-02T06:15:48.167Z
952,single,bold,48.2,M-4,https://op.gg/pokemon-champions/pokedex/scovillain?format=single,2026-08-02T06:15:48.167Z
9,single,modest,80.1,M-4,https://op.gg/pokemon-champions/pokedex/blastoise?format=single,2026-08-02T06:15:48.167Z
903,single,adamant,55.3,M-4,https://op.gg/pokemon-champions/pokedex/sneasler?format=single,2026-08-02T06:15:48.167Z
956,single,modest,51.4,M-4,https://op.gg/pokemon-champions/pokedex/espathra?format=single,2026-08-02T06:15:48.167Z
10061,single,timid,68.1,M-4,https://op.gg/pokemon-champions/pokedex/floette-eternal-flower?format=single,2026-08-02T06:15:48.167Z
925,single,jolly,76.6,M-4,https://op.gg/pokemon-champions/pokedex/maushold-family-of-four?format=single,2026-08-02T06:15:48.167Z
691,single,sassy,44.1,M-4,https://op.gg/pokemon-champions/pokedex/dragalge?format=single,2026-08-02T06:15:48.167Z
10008,single,modest,46,M-4,https://op.gg/pokemon-champions/pokedex/rotom-heat?format=single,2026-08-02T06:15:48.167Z
143,single,careful,52.9,M-4,https://op.gg/pokemon-champions/pokedex/snorlax?format=single,2026-08-02T06:15:48.167Z
584,single,modest,57.8,M-4,https://op.gg/pokemon-champions/pokedex/vanilluxe?format=single,2026-08-02T06:15:48.167Z
473,single,adamant,75.7,M-4,https://op.gg/pokemon-champions/pokedex/mamoswine?format=single,2026-08-02T06:15:48.167Z
979,single,adamant,54.5,M-4,https://op.gg/pokemon-champions/pokedex/annihilape?format=single,2026-08-02T06:15:48.167Z
254,single,timid,80.9,M-4,https://op.gg/pokemon-champions/pokedex/sceptile?format=single,2026-08-02T06:15:48.167Z
10239,single,timid,64.9,M-4,https://op.gg/pokemon-champions/pokedex/zoroark-hisui?format=single,2026-08-02T06:15:48.167Z
350,single,bold,52.2,M-4,https://op.gg/pokemon-champions/pokedex/milotic?format=single,2026-08-02T06:15:48.167Z
752,single,adamant,42.9,M-4,https://op.gg/pokemon-champions/pokedex/araquanid?format=single,2026-08-02T06:15:48.167Z
545,single,adamant,49.7,M-4,https://op.gg/pokemon-champions/pokedex/scolipede?format=single,2026-08-02T06:15:48.167Z
302,single,bold,38.8,M-4,https://op.gg/pokemon-champions/pokedex/sableye?format=single,2026-08-02T06:15:48.167Z
10242,single,sassy,33.9,M-4,https://op.gg/pokemon-champions/pokedex/goodra-hisui?format=single,2026-08-02T06:15:48.167Z
184,single,adamant,85.6,M-4,https://op.gg/pokemon-champions/pokedex/azumarill?format=single,2026-08-02T06:15:48.167Z
115,single,adamant,86.7,M-4,https://op.gg/pokemon-champions/pokedex/kangaskhan?format=single,2026-08-02T06:15:48.167Z
132,single,relaxed,25.6,M-4,https://op.gg/pokemon-champions/pokedex/ditto?format=single,2026-08-02T06:15:48.167Z
1013,single,bold,70,M-4,https://op.gg/pokemon-champions/pokedex/sinistcha?format=single,2026-08-02T06:15:48.167Z
900,single,adamant,52.4,M-4,https://op.gg/pokemon-champions/pokedex/kleavor?format=single,2026-08-02T06:15:48.167Z
666,single,timid,94.6,M-4,https://op.gg/pokemon-champions/pokedex/vivillon?format=single,2026-08-02T06:15:48.167Z
80,single,bold,70.9,M-4,https://op.gg/pokemon-champions/pokedex/slowbro?format=single,2026-08-02T06:15:48.167Z
497,single,timid,71.7,M-4,https://op.gg/pokemon-champions/pokedex/serperior?format=single,2026-08-02T06:15:48.167Z
354,single,adamant,73.6,M-4,https://op.gg/pokemon-champions/pokedex/banette?format=single,2026-08-02T06:15:48.167Z
227,single,impish,52.7,M-4,https://op.gg/pokemon-champions/pokedex/skarmory?format=single,2026-08-02T06:15:48.167Z
858,single,quiet,36.1,M-4,https://op.gg/pokemon-champions/pokedex/hatterene?format=single,2026-08-02T06:15:48.167Z
282,single,modest,62.8,M-4,https://op.gg/pokemon-champions/pokedex/gardevoir?format=single,2026-08-02T06:15:48.167Z
475,single,adamant,53.5,M-4,https://op.gg/pokemon-champions/pokedex/gallade?format=single,2026-08-02T06:15:48.167Z
395,single,modest,54.3,M-4,https://op.gg/pokemon-champions/pokedex/empoleon?format=single,2026-08-02T06:15:48.167Z
478,single,timid,74.3,M-4,https://op.gg/pokemon-champions/pokedex/froslass?format=single,2026-08-02T06:15:48.167Z
904,single,jolly,48.7,M-4,https://op.gg/pokemon-champions/pokedex/overqwil?format=single,2026-08-02T06:15:48.167Z
727,single,adamant,32.7,M-4,https://op.gg/pokemon-champions/pokedex/incineroar?format=single,2026-08-02T06:15:48.167Z
968,single,impish,47,M-4,https://op.gg/pokemon-champions/pokedex/orthworm?format=single,2026-08-02T06:15:48.167Z
936,single,modest,74.3,M-4,https://op.gg/pokemon-champions/pokedex/armarouge?format=single,2026-08-02T06:15:48.167Z
196,single,timid,57.5,M-4,https://op.gg/pokemon-champions/pokedex/espeon?format=single,2026-08-02T06:15:48.167Z
45,single,bold,79.3,M-4,https://op.gg/pokemon-champions/pokedex/vileplume?format=single,2026-08-02T06:15:48.167Z
609,single,timid,47.5,M-4,https://op.gg/pokemon-champions/pokedex/chandelure?format=single,2026-08-02T06:15:48.167Z
71,single,modest,24.4,M-4,https://op.gg/pokemon-champions/pokedex/victreebel?format=single,2026-08-02T06:15:48.167Z
534,single,adamant,85.6,M-4,https://op.gg/pokemon-champions/pokedex/conkeldurr?format=single,2026-08-02T06:15:48.167Z
972,single,adamant,60.3,M-4,https://op.gg/pokemon-champions/pokedex/houndstone?format=single,2026-08-02T06:15:48.167Z
560,single,adamant,57.4,M-4,https://op.gg/pokemon-champions/pokedex/scrafty?format=single,2026-08-02T06:15:48.167Z
472,single,adamant,33.8,M-4,https://op.gg/pokemon-champions/pokedex/gliscor?format=single,2026-08-02T06:15:48.167Z
733,single,adamant,55.7,M-4,https://op.gg/pokemon-champions/pokedex/toucannon?format=single,2026-08-02T06:15:48.167Z
855,single,bold,46.3,M-4,https://op.gg/pokemon-champions/pokedex/polteageist?format=single,2026-08-02T06:15:48.167Z
668,single,timid,75,M-4,https://op.gg/pokemon-champions/pokedex/pyroar?format=single,2026-08-02T06:15:48.167Z
660,single,adamant,74.6,M-4,https://op.gg/pokemon-champions/pokedex/diggersby?format=single,2026-08-02T06:15:48.167Z
10230,single,adamant,63.6,M-4,https://op.gg/pokemon-champions/pokedex/arcanine-hisui?format=single,2026-08-02T06:15:48.167Z
10172,single,calm,56.6,M-4,https://op.gg/pokemon-champions/pokedex/slowking-galarian?format=single,2026-08-02T06:15:48.167Z
